Date,Close,High,Low,Open,Volume
2025-05-02,1607.184814453125,1615.710993840144,1590.1324556790864,1598.6586350661057,43142000.0
2025-05-05,1585.8692626953125,1615.7108886062458,1577.3430838636173,1607.1847097745506,58190500.0
2025-05-06,1598.6585693359375,1611.4478378906251,1590.132390299479,1594.3954798177083,53213500.0
2025-05-07,1619.9739990234375,1658.3418042634662,1607.1847306100944,1607.1847306100944,69971800.0
2025-05-08,1615.7109375,1637.0263852242742,1594.3954897757255,1619.974027044855,61170800.0
2025-05-09,1581.606201171875,1615.7109171001096,1581.606201171875,1615.7109171001096,35964800.0
2025-05-12,1581.606201171875,1615.7109171001096,1581.606201171875,1615.7109171001096,35964800.0
2025-05-13,1581.606201171875,1615.7109171001096,1581.606201171875,1615.7109171001096,35964800.0
2025-05-14,1632.76318359375,1641.289362098156,1585.869201819517,1585.869201819517,131459600.0
2025-05-15,1632.76318359375,1641.289362098156,1611.447737332735,1615.710826584938,72559600.0
2025-05-16,1833.12841796875,1875.7593114098838,1637.0263081395349,1658.3417548601017,287980400.0
2025-05-19,1978.073486328125,2046.282916891164,1841.6546252020476,1850.1808040224273,345031600.0
2025-05-20,1884.2855224609375,2071.861456823565,1884.2855224609375,2003.6520261462458,310118200.0
2025-05-21,1841.6546630859375,1926.9164530436196,1833.1284840901692,1918.3902740478516,167691200.0
2025-05-22,1833.12841796875,1858.7069540334303,1816.0760605922965,1841.6545966569768,104428800.0
2025-05-23,1790.49755859375,1807.5499162946428,1781.9713797433035,1799.0237374441965,73673300.0
2025-05-26,1781.971435546875,1841.6546893690193,1764.9190773119767,1816.0761520166718,104197400.0
2025-05-27,1952.4949951171875,1961.0211741351663,1790.4975937755867,1816.0761308295237,276927900.0
2025-05-28,1875.75927734375,2012.1781338778408,1858.7069202769885,1969.5472412109375,351823900.0
2025-05-29,1875.75927734375,2012.1781338778408,1858.7069202769885,1969.5472412109375,351823900.0
2025-05-30,1875.75927734375,2012.1781338778408,1858.7069202769885,1969.5472412109375,351823900.0
2025-06-02,1816.076171875,1884.285605560446,1799.0238134536385,1875.7594263497651,137729200.0
2025-06-03,1790.49755859375,1850.180810546875,1781.9713797433035,1833.128452845982,102070000.0
2025-06-04,1790.49755859375,1850.180810546875,1790.49755859375,1799.0237374441965,105923900.0
2025-06-05,1807.5499267578125,1824.6022845574146,1781.9713900584095,1807.5499267578125,70318400.0
2025-06-06,1807.5499267578125,1824.6022845574146,1781.9713900584095,1807.5499267578125,70318400.0
2025-06-09,1807.5499267578125,1824.6022845574146,1781.9713900584095,1807.5499267578125,70318400.0
2025-06-10,1799.0238037109375,1824.602341204458,1773.4452662174172,1807.5499828754444,112227000.0
2025-06-11,1807.5499267578125,1824.6022845574146,1790.4975689582104,1816.0761056576134,83175100.0
2025-06-12,1807.5499267578125,1833.1284634572155,1790.4975689582104,1807.5499267578125,117397600.0
2025-06-13,1846.12890625,1878.5171326754385,1804.4869008458647,1813.7406798245613,131136900.0
2025-06-16,1850.755859375,1897.024755859375,1836.8751904296876,1846.1289697265624,77289400.0
2025-06-17,1850.755859375,1878.5171972656249,1841.502080078125,1878.5171972656249,35731200.0
2025-06-18,1841.5020751953125,1860.009633739989,1827.621406286805,1850.7558544676508,69269600.0
2025-06-19,1781.3524169921875,1841.5019791243913,1776.7255275974026,1841.5019791243913,72922200.0
2025-06-20,1721.202880859375,1790.6062228295111,1711.9491019300235,1781.3524439001596,182119700.0
2025-06-23,1665.68017578125,1711.9490695529514,1656.4263970269099,1711.9490695529514,86737300.0
2025-06-24,1679.5609130859375,1707.3222504923167,1674.9340235182076,1674.9340235182076,62766700.0
2025-06-25,1651.799560546875,1702.6953453256303,1633.2920024455095,1702.6953453256303,66293600.0
2025-06-26,1656.4263916015625,1670.3070596876091,1647.1726128775315,1656.4263916015625,48210100.0
2025-06-27,1656.4263916015625,1670.3070596876091,1647.1726128775315,1656.4263916015625,48210100.0
2025-06-30,1693.4415283203125,1702.6953071635928,1665.6801917904713,1674.9339706337516,51581800.0
